name,region,count,female,k_married,par_mean
American National University,3,377.6666666666670,0.81465137,0.36971423,43873.0047026699
Amherst College,1,389.6666666666670,0.48417452,0.55561686,440985.716932207
Ancilla Domini College,2,127,0.56430447,0.51668769,72471.06686761810
"Anderson University of Anderson, IN",2,448.6666666666670,0.57652301,0.70850742,116464.4858957100
"Anderson University of Anderson, SC",3,216,0.62037039,0.68392432,89558.53370949080
Andrews University,2,262.6666666666670,0.52664977,0.5948481,101521.1542274750
Angelina College,3,871.6666666666670,0.59120458,0.50160164,55254.56239543500
Anna Maria College,1,122,0.69125682,0.59595132,108239.2152279710
Anthem College And The Bryman School Of Arizona,4,2343.5,0.68039256,0.347478,51869.36067708330
Antonelli College,3,169.6666666666670,0.72495091,0.34146017,50262.57462549120
Aquinas College,2,291.3333333333330,0.64645308,0.65815198,129991.28515625
Arcadia University,1,309,0.74433655,0.60099971,148066.9624797740
Argosy University,4,119,0.92997199,0.5772028,101653.7676601890
Arizona Western College,4,765.6666666666670,0.52242053,0.48828775,51295.79963845510
Arkansas Northeastern College,3,304.6666666666670,0.66520786,0.41611296,50379.58791626780
Art Center College Of Design,4,109.5,0.38812786,0.34515694,140836.1458333330
Art Institute Of Houston ,3,401,0.36325851,0.37300768,96153.09433447630
Art Institute Of New York City ,1,245,0.43673471,0.2816143,64366.34010416670
Art Institute Of Phoenix ,3,214,0.35669783,0.43267283,93344.60825545170
Art Institute Of Portland ,4,135.3333333333330,0.51477832,0.4375324,102883.9385006160
Art Institute Of York  - Pennsylvania,1,194,0.55154639,0.52949655,87538.40199473800
Art Institutes International Minnesota ,2,238,0.39495799,0.46412954,90425.84187893910
ASA Institute Of Business & Computer Technology,1,275,0.79878789,0.1836585,35390.39680397730
Asbury College,3,265,0.56226414,0.80919522,123413.0130208330
Ashland University,2,461.3333333333330,0.6069364,0.68920964,103633.1471278900
Asnuntuck Community College,1,214.6666666666670,0.55590063,0.40488219,92144.84011063670
Assumption College,1,476.6666666666670,0.60139859,0.67169541,148849.7908216780
Atlanta Metropolitan  State College,3,331.3333333333330,0.57746476,0.16023026,52692.98152980380
Atlanta Technical College,3,311,0.55787784,0.12685724,41963.90234375
Augsburg College,2,321,0.53063345,0.60241026,153407.3375924840
Augusta Technical College,3,614,0.6004343,0.35738295,58063.9443582044
"Augustana College of Sioux Falls, SD",2,392,0.64115644,0.75649744,119812.8255872660
Aurora University,2,185.6666666666670,0.56552964,0.55574626,99982.84526481150
Austin College,3,299.3333333333330,0.57683742,0.61685568,152914.6209284520
Automotive Training Center,1,144.3333333333330,0.034642033,0.4211888,84929.57891887990
Aveda Institute,2,162.6666666666670,0.94262296,0.5279699,99756.54845991290
Aveda Institute Covington,3,61,0.95081967,0.51924878,84806.2578125
Averett University,3,126.3333333333330,0.50395781,0.57709104,86056.16000164910
Avila University,2,109.5,0.63926941,0.61183172,138463.9635416670
Babson College,1,314.3333333333330,0.37751856,0.60191709,292542.2134477730
Bainbridge State College,3,277.6666666666670,0.58223289,0.40566996,49669.58982968190
Baker University,2,190.3333333333330,0.54115587,0.65861338,150457.8955095230
Baltimore School Of Massage,3,73,0.86301368,0.43747342,70166.98958333330
Baptist Bible College,2,124.5,0.50200802,0.8267383,72203.76822916670
Baptist Bible College Of Pennsylvania,1,188.3333333333330,0.580531,0.79829925,87674.39153761060
Bard College,1,280,0.5607143,0.36819476,340615.7279947920
Barry University,3,272.6666666666670,0.66625917,0.42077962,116412.1854752450
Barstow Community College,4,478,0.45327756,0.4585042,62711.74122591960
Barton College,3,185,0.66486484,0.65991211,99189.09635416670
Barton County Community College,2,806.3333333333330,0.36461347,0.52174824,59945.31674697710
Bates College,1,427,0.50351286,0.58164424,330710.9493071820
Bates Technical College,4,378.3333333333330,0.38678414,0.44380075,74478.24720539650
Bay De Noc Community College,2,368.5,0.53595656,0.55363101,73573.13020833330
Bay Path College,1,76,1,0.57856828,93687.75479714910
Bay State College,1,150,0.66666669,0.29726502,72966.30729166670
Beaufort County Community College,3,182.3333333333330,0.57586837,0.41642657,54211.49915733550
Becker College,1,239,0.75313807,0.51339358,87529.21964347980
Bel - Rea Institute Of Animal Technology,4,107,0.92990655,0.5211153,97078.15885416670
Belhaven University,3,139.5,0.59498209,0.6617381,92393.31510416670
Bellarmine University,3,318,0.65251571,0.68461752,135061.6649141770
Bellevue University,2,140.3333333333330,0.46080759,0.64363998,87138.01668274940
Bellingham Technical College,4,313.3333333333330,0.47021276,0.5152818,79678.37288896280
Belmont Abbey College,3,134.3333333333330,0.52109182,0.59507048,124431.8340764580
Belmont College,2,289,0.48558247,0.54019785,58512.50717722750
Belmont University,3,472.6666666666670,0.59873062,0.65178537,187916.1580901800
Beloit College,2,257.3333333333330,0.59974092,0.47994474,178407.6344114310
Benedictine College,2,231,0.52597404,0.65511101,104279.5052083330
Benedictine University,2,223,0.57174885,0.62427807,130073.1927083330
Bennett College,3,126,0.98941797,0.22881895,59536.14465525790
Bennington College,1,124.6666666666670,0.69786096,0.38929892,167420.252799131
"Berkeley College of New York, NY",1,372,0.6783154,0.32951048,61200.79279548890
"Berkeley College of Woodland Park, NJ",1,446.3333333333330,0.70500374,0.40715447,70132.76352163460
Berkshire Community College,1,353.3333333333330,0.53679246,0.44859996,88979.13946049530
Berry College,3,420.5,0.64803803,0.74294841,133228.0208333330
Beth Medrash Govoha Of America,1,135.6666666666670,0.0098280096,0.86619222,185551.8811808970
"Bethany College of Bethany, WV",3,210,0.53571427,0.67911488,84672.02864583330
"Bethany College of Lindsborg, KS",2,130,0.45641026,0.66305864,88647.19835737180
Bethany Lutheran College,2,117,0.5099715,0.71538967,89334.94181801990
Bethel College,2,263,0.62484157,0.70642859,106638.6623692970
"Bethel University of McKenzie, TN",3,113,0.53539824,0.64974946,67322.70833333330
Bethune Cookman University,3,434,0.55299538,0.21432418,55685.3671875
Bevill State Community College,3,612,0.55827886,0.55260444,58937.8853443287
Big Bend Community College,4,359,0.48653668,0.58306009,73206.44811252320
Birmingham Southern College,3,288.6666666666670,0.57390302,0.6646319,232673.821232679
Bishop State Community College,3,641.6666666666670,0.62077922,0.24280488,45969.41987824680
Black River Technical College,3,255,0.50980395,0.60494626,53706.24563929740
Blackburn University,2,110,0.54090911,0.6063652,74065.265625
Blackhawk Technical College,2,433.3333333333330,0.58538461,0.52704316,77468.63986177890
Bladen Community College,3,134,0.61442786,0.32525873,46182.47516324630
Bloomfield College,1,227,0.61233479,0.25008073,52584.27923664650
Blue Mountain Community College,4,296.5,0.58347386,0.56381863,67935.078125
"Blue Ridge Community College of Flat Rock, NC",3,324.6666666666670,0.54312116,0.52128923,69763.49963905290
Bluefield State College,3,443.6666666666670,0.5424493,0.54182345,60400.96442407030
Bluffton University,2,202.5,0.5728395,0.83600038,90094.58333333330
Boricua College,1,92.5,0.69729728,0.20675738,37878.39322916670
Bowdoin College,1,418,0.51275915,0.59304941,410517.6497208930
"Bradford School of Columbus, OH",2,130.5,0.7011494,0.36072838,60225.62760416670
"Bradford School of Pittsburgh, PA",1,115,0.78260869,0.45914394,77006.546875
Brenau University,3,114.6666666666670,0.98255813,0.59162736,126124.5116506180
Brevard College,3,119,0.464986,0.48098892,193567.7092086840
Brewton Parker College,3,148.5,0.49494949,0.57968891,70745.015625
Briar Cliff University,2,173.6666666666670,0.55470252,0.69854677,88356.02157059740
Briarcliffe College,1,430.3333333333330,0.43687063,0.40612948,82617.98061096050
Bridgerland Applied Technology College,4,94.5,0.55026454,0.81530941,78726.00260416670
Bridgewater College,3,309.6666666666670,0.55651236,0.65617722,110865.4330429230
Brigham Young University - Hawaii,4,184.5,0.57452577,0.77676529,120099.5234375
Brookline College,4,402.6666666666670,0.82119203,0.26677179,40820.67815313280
Brooks Institute,4,250.1666666666670,0.47634912,0.41335401,161301.6040452200
Brunswick Community College,3,171,0.62378168,0.40086183,57462.21270406920
Bryan College,3,141.3333333333330,0.6014151,0.71224713,141063.2931345810
Bryn Mawr College,1,265.3333333333330,0.99623114,0.46789965,222398.8616323810
Buena Vista University,2,317.1666666666670,0.5401997,0.71489495,89198.67847231350
Cabrini College,1,250,0.63466668,0.56710434,144233.601625
Cairn University,1,196,0.57312924,0.76966709,96076.0417330995
Caldwell College,1,215.6666666666670,0.62596601,0.52950287,106866.5620894510
California Baptist University,4,197.3333333333330,0.64864862,0.72462571,94525.19923194680
California College Of The Arts,4,123.6666666666670,0.58221024,0.34035909,160342.7457884100
California Culinary Academy,4,154,0.38528138,0.37816384,110464.0924648270
California Institute Of Technology,4,190.6666666666670,0.33216783,0.5417853,185591.1348339160
California Institute Of The Arts,4,122.6666666666670,0.45923913,0.36633381,205473.4940981660
California Lutheran University,4,300,0.57888889,0.66277009,169644.5575173610
California Maritime Academy,4,92,0.15217391,0.58743018,132454.2233922100
California State University Channel Islands,4,50,,0.55707496,141960.9635416670
"California State University, Dominguez Hills",4,451.3333333333330,0.6971935,0.34141997,57771.22736740680
"California State University, Los Angeles",4,1179.666666666670,0.62447017,0.39761055,52114.62349003960
"California State University, Monterey Bay",4,322.6666666666670,0.58884299,0.50071526,123045.0469718490
"California State University, San Marcos",4,427.6666666666670,0.61340606,0.61089116,128226.3447669040
Cambria Rowe Business College,1,113.3333333333330,0.88235295,0.621225,53077.62807904410
Campbellsville University,3,210,0.52857143,0.70021641,81438.703125
Capital Area Technical College,3,2398,0.46017516,0.4099004,56711.81770833330
Capital Community College,1,312.3333333333330,0.63393807,0.2546708,57093.28588163690
Capital University,2,475.3333333333330,0.59396917,0.64336526,100713.1128922690
Capri Institute Of Hair Design,1,148,0.9054054,0.42510119,88817.82214245500
Cardinal Stritch University,2,133.6666666666670,0.73815459,0.55637735,98632.305583697
Carl Albert State College,3,359.6666666666670,0.57831323,0.5834372,53883.0296208874
Carl Sandburg College,2,373.5,0.57429719,0.48297176,64202.55598958330
Carleton College,2,456.6666666666670,0.52481753,0.5659492,258017.3434192520
Carlow University,1,156.6666666666670,0.95319152,0.57778484,84554.05997340430
Carrington College California,4,434.5,0.91599542,0.35820326,59022.17317708330
"Carrington College of Mesa, AZ",4,477.5,0.87958115,0.32555488,53505.63020833330
"Carrington College of Spokane Valley, WA",4,168,0.91666669,0.50283796,60433.70963541670
Carroll College,4,273.5,0.59597808,0.65444183,127585.140625
Carroll University,2,432.6666666666670,0.66409862,0.65760481,127266.453943567
Carson - Newman University,3,388,0.556701,0.71554041,104330.2859616620
Carteret Community College,3,245,0.59727889,0.48026693,64074.68568239800
Carthage College,2,447,0.54138702,0.65185201,137183.9071005780
Cascadia Community College,4,285,0.43391812,0.47287187,128951.5745614040
Casper College,4,489.3333333333330,0.53201634,0.59453791,81143.84787444650
Catawba College,3,194,0.51546389,0.58018452,109748.8177083330
Cazenovia College,1,202.6666666666670,0.71875,0.49504784,95134.14936266450
Cecil College,3,290,0.56896549,0.5087713,80102.8359375
Centenary College,1,132.6666666666670,0.71608043,0.5212599,128253.9996663000
Centenary College Of Louisiana,3,193.3333333333330,0.61896551,0.63157952,152373.3074084050
Center For Employment Training,4,290,0.55517244,0.32362455,39084.00911458330
Central Carolina Technical College,3,506.6666666666670,0.60394734,0.39048141,51362.61869089230
Central College,2,356.3333333333330,0.59307766,0.75761187,110612.7750380030
Central Georgia Technical College,3,542.5,0.65714288,0.27714461,47888.52473958330
Central Methodist University,2,192,0.51215279,0.66388357,77169.68937852650
Central Ohio Technical College,2,337.3333333333330,0.63339919,0.53683203,66213.68552371540
Central Penn College,1,241.6666666666670,0.77793103,0.62044829,72336.46977370690
Central State University,2,266,0.54010028,0.19629507,52515.04200442510
Central Wyoming College,4,238,0.59243697,0.54701012,67205.53057160360
Centralia College,4,448.6666666666670,0.52451706,0.51344478,79800.97635935180
Centre College Of Kentucky,3,246.6666666666670,0.55000001,0.6840238,192429.8266047300
Cerritos Community College,4,3216,0.52829599,0.36271802,56123.49817967450
Chadron State College,2,363.6666666666670,0.54812098,0.68929827,72584.39896740380
Chaminade University Of Honolulu,4,275.6666666666670,0.54171705,0.50743365,79499.56704390870
Champlain College,1,435,0.53256702,0.55183423,124026.1553041190
Charleston Southern University,3,368,0.63722825,0.58523548,88515.80989583330
Chatham University,1,125,0.98666668,0.51998746,98628.72739583330
Chattahoochee Valley Community College,3,263,0.60646385,0.41069409,62115.0390625
Chesapeake College,3,389.6666666666670,0.58682632,0.47219369,72342.70170819080
Chestnut Hill College,1,85.5,0.83625734,0.43626398,85882.13541666670
Cheyney University Of Pennsylvania,1,227.3333333333330,0.49706745,0.12473197,49417.09597232410
Chicago State University,2,417,0.71143085,0.17575735,51843.76084757190
Chipola College,3,285.5,0.51313484,0.49437055,63056.5625
Christian Brothers University,3,232.3333333333330,0.49784791,0.57391977,144483.7003676470
Cincinnati Christian University,2,110.5,0.49321267,0.845846,101239.9505208330
"Citadel, The Military College Of South Carolina",3,460.3333333333330,0.05358436,0.66932344,146210.8854543810
City College Of New York - CUNY,1,582.3333333333330,0.47223812,0.38075513,54008.89980144530
City Colleges Of Chicago,2,3365.5,0.61105335,0.24427831,52773.57552083330
Claflin University,3,272,0.66911763,0.24522418,47542.23958333330
Claremont Mckenna College,4,266,0.46992481,0.57537639,335092.9724310780
Clarendon College,3,184,0.41485506,0.54330939,59815.49644050040
Clark University,1,416,0.61378205,0.51991743,176605.0441706730
Clarke University,2,160,0.72812498,0.71658003,95361.00260416670
Clatsop Community College,4,131,0.56106871,0.50324523,67825.03645833330
Clearwater Christian College,3,140.5,0.53024912,0.7628969,108308.4270833330
Cleveland Community College,3,251.6666666666670,0.56821191,0.44786841,60836.81950020700
Cleveland Institute Of Dental - Medical Assistants,2,115.5,0.969697,0.26681754,45757.71354166670
Cleveland State Community College,3,445.6666666666670,0.53702319,0.58411217,68400.91729969150
Clinton Community College - SUNY Office Of Community Colleges,1,342,0.51851851,0.4639703,72551.9174281189
Cloud County Community College,2,285.6666666666670,0.55075848,0.51787478,60092.88543110050
Clover Park Technical College,4,455,0.5750916,0.41616434,72370.83722527470
Clovis Community College,4,424,0.5778302,0.51016891,53957.48672120680
Coconino County Community College,4,457.3333333333330,0.52623904,0.48100784,85217.23152787900
Coe College,2,259,0.57014155,0.66688877,138284.527891731
Coffeyville Community College,2,160,0.375,0.45469144,52326.55859375
Coker College,3,100.5,0.59203982,0.54939586,78650.54427083330
Colby College,1,491.6666666666670,0.54915255,0.61660719,418072.8774576270
Colby Community College,2,342,0.50974661,0.64581424,63084.84336165940
Colby-Sawyer College,1,206.3333333333330,0.64620358,0.59457123,170401.6362075930
College For Creative Studies,2,163,0.40899795,0.45507818,145763.0598479040
College Of Coastal Georgia,3,409.6666666666670,0.61513424,0.48560932,70369.78358612190
College Of Health Care Professions ,3,104.5,0.77990431,0.23214878,44729.16927083330
College Of Idaho ,4,177,0.55084747,0.61751211,123050.6380208330
College Of Mount Saint Joseph,2,293,0.65529013,0.67195117,133300.6562677760
College Of New Rochelle ,1,222,0.9009009,0.23871805,53121.07918074320
College Of Our Lady Of The Elms,1,95.66666666666670,0.72125435,0.65567285,91490.27621406790
College Of Saint Benedict,2,446.6666666666670,0.99776119,0.73596156,150242.8078241600
College Of Saint Elizabeth,1,118.6666666666670,0.99157304,0.50174236,97344.61196453650
College Of Saint Rose,1,439.3333333333330,0.74279213,0.65088898,100367.3220492700
College Of Saint Scholastica,2,336,0.73363096,0.70403069,102990.15625
College Of The Albemarle,3,349.3333333333330,0.62595421,0.42844048,63908.70497375950
College Of The Desert,4,1342.666666666670,0.50893742,0.40106046,59464.92464661430
College Of The Ouachitas,3,135.3333333333330,0.55911332,0.47396234,61094.48576046800
College Of The Ozarks,2,218.5,0.54233408,0.68581057,58892.23307291670
College Of The Siskiyous,4,345,0.39806762,0.49926093,85761.71080163040
College Of Westchester ,1,176,0.46590909,0.33266377,73597.453125
College Of Wooster ,2,419.6666666666670,0.52025419,0.59345227,169626.4078757940
CollegeAmerica Denver,4,83,0.65863454,0.34217453,54268.69576744480
Colorado Christian University,4,183,0.60382515,0.79574049,156218.5989583330
Colorado Northwestern Community College,4,192.1666666666670,0.44666088,0.6166445,78010.27745555070
Colorado State University-Pueblo,4,499,0.54809618,0.56463993,85255.34114583330
Columbia - Greene Community College - SUNY Office Of Cmnty Colleg,1,296.5,0.52782464,0.43860149,73355.765625
"Columbia College of Columbia, SC",3,161.3333333333330,0.99276859,0.51905644,87105.71192213330
Columbia Gorge Community College,4,88,,0.46714813,64630.11848958330
Columbia International University,3,115.5,0.68398267,0.7925958,75192.91666666670
Columbus College Of Art & Design,2,245.5,0.4826884,0.4686285,102307.46875
Columbus Technical College,3,560,0.59583336,0.33931795,57362.82623697920
Community College Of Beaver County,1,416,0.46394232,0.48039693,76014.9375
Community College Of Philadelphia,1,2589,0.57937425,0.28508392,56646.52372115200
Concordia University - Saint Paul,2,186.3333333333330,0.54382825,0.65818667,92246.76323512970
Concordia University - Wisconsin,2,284.3333333333330,0.57678783,0.70293367,92678.25979081190
"Concordia University of Irvine, CA",4,201,0.66500831,0.64912969,131138.3081208540
"Concordia University of Portland, OR",4,111.3333333333330,0.66467065,0.68295842,102064.7882906060
"Concordia University of River Forest, IL",2,213,0.64006257,0.69645548,98720.00334996090
"Concordia University of Seward, NE",2,262.3333333333330,0.55400252,0.78544164,86492.41057814490
Concordia University Texas,3,102.5,0.49756098,0.69025499,112917.8802083330
Connecticut College,1,413.6666666666670,0.59548753,0.5768404,417732.2939665590
Connors State College,3,366.6666666666670,0.59818184,0.51402336,56276.33400923300
Conservatory Of Recording Arts & Sciences,4,124,0.084677421,0.43267623,95241.25
Converse College,3,145,0.99310344,0.64285815,122906.4331716950
Cooper Union For The Advancement Of Science & Art ,1,174.3333333333330,0.35946462,0.46624222,143460.5723888620
Copiah-Lincoln Community College,3,633.5,0.55722177,0.4308928,55632.91145833330
Copper Mountain College,4,327,0.47808358,0.50784194,67192.23472142590
Corban University,4,136.6666666666670,0.60243905,0.77762383,106438.4745807930
Cornell College,2,272,0.61764705,0.62191403,117782.6171875
Cornerstone University,2,303.6666666666670,0.6169045,0.77100056,115400.1175476810
Cornish College Of The Arts,4,104.5,0.60765553,0.35447565,151934.4375
Cossatot Community College Of The University Of Arkansas,3,113.3333333333330,0.55000001,0.53676403,51799.03026194850
Covenant College,3,206,0.60194176,0.7339108,146452.9558555830
Coyne College,2,149.3333333333330,0.069196425,0.26246592,57621.94105747770
Craven Community College,3,472,0.47881356,0.50133586,64038.11857510150
Crimson Technical College,4,156,0.073717952,0.45359665,47183.26171875
Crowder College,2,464,0.55244255,0.62020308,58819.77191933820
Crown College,2,142.6666666666670,0.57710278,0.73663735,82883.52281688080
Culver-Stockton College,2,173,0.54720616,0.65980899,85740.02113439310
Cumberland University,3,151.3333333333330,0.4537445,0.62066227,81696.70611921810
CUNY Borough Of Manhattan Community College,1,2047.333333333330,0.561055,0.24085049,45008.48356093290
CUNY Bronx Community College,1,778.6666666666670,0.55779111,0.21788596,39859.1979445366
CUNY John Jay College Of Criminal Justice,1,1228,0.59527689,0.32534915,56952.99518610890
CUNY Laguardia Community College,1,1178,0.57838142,0.29936689,42930.78843024900
CUNY Lehman College,1,468.3333333333330,0.67544484,0.30575472,45762.72521685940
CUNY Medgar Evers College,1,284,0.69483566,0.15341583,44877.50818845360
CUNY York College,1,368,0.68115944,0.27062157,46950.67206960480
"CUNY, Hostos Community College",1,235.3333333333330,0.69263458,0.21302654,34486.35480479820
Curry College,1,342,0.47758284,0.47148463,167527.8339881820
D G Erwin Technical Center,3,166.3333333333330,0.57515031,0.36943945,54144.92347977200
D'Youville College,1,107.6666666666670,0.78637773,0.60614693,77711.34280669500
Dabney S Lancaster Community College,3,161.3333333333330,0.50619835,0.53833228,67210.58771306820
Daemen College,1,250.6666666666670,0.76196808,0.55639189,89060.24740275930
Dakota College At Bottineau,2,135.3333333333330,0.45320198,0.56260812,63575.5395916718
Dallas Baptist University,3,289.6666666666670,0.56616801,0.73855031,105931.1372716490
Daniel Webster College,1,140,0.18809524,0.56111228,160458.8372767860
Danville Area Community College,2,480.3333333333330,0.54198474,0.49928409,69816.33183878380
Danville Community College,3,472.6666666666670,0.52397746,0.48675278,66177.91531867070
Davidson College,3,409.3333333333330,0.51710099,0.6497786,493919.2600264660
Davidson County Community College,3,393,0.61153519,0.50996208,68937.28665712470
Davis & Elkins College,3,119.6666666666670,0.62116992,0.55900997,97471.96683495820
Davis Applied Technology College,4,321.6666666666670,0.40414509,0.60257524,89998.14108646370
Dawson Community College,4,120.3333333333330,0.4598338,0.61917734,61527.72998182130
Dean College,1,311,0.45016077,0.3791995,131190.3212754560
Defiance College,2,152.5,0.49508196,0.75439018,86515.04947916670
Delaware Technical Community College - Owens Campus,3,487.6666666666670,0.56937802,0.46705595,78604.88015849280
"Delaware Technical Community College of Dover, DE",3,308,0.60281384,0.45703039,74277.11113365800
Delaware Valley College Of Science & Agriculture,1,316,0.50527424,0.60700297,113197.3328471120
Delgado Community College,3,2348.333333333330,0.60496807,0.31466419,58689.42018552610
Delta State University,3,399.5,0.59824783,0.58209383,79019.6796875
Denison University,2,499,0.56379426,0.59033829,271317.6187792250
DeSales University,1,281.5,0.52930731,0.58771598,126097.4244791670
Dickinson State University,2,343,0.51409137,0.6750263,65513.14382516400
Digipen Institute Of Technology,4,88.5,0.062146891,0.43178764,117772.3567708330
Dillard University,3,414.1666666666670,0.76016098,0.24606214,55132.93277948940
Doane College,2,263.3333333333330,0.5050633,0.71481633,102872.5711036390
Dodge City Community College,2,251,0.44820717,0.49873984,58319.43880208330
Dominican College Of Blauvelt,1,140,0.58928573,0.45007131,96784.109375
Dominican University,2,200,0.67833334,0.5694741,104994.0623697920
Dominican University Of California,4,137.6666666666670,0.76029056,0.50909108,163987.1190034810
Dordt College,2,305.3333333333330,0.56550217,0.81992364,105026.3014720930
Dorsey School Of Business,2,108,0.9212963,0.2384682,57263.88802083330
Douglas J Aveda Institute,2,77,0.97402596,0.71043253,101865.8567708330
Dowling College,1,275,0.57090908,0.49549663,95406.83612689390
Drew University,1,339.6666666666670,0.59077525,0.49907449,253466.6251533370
Dunwoody College Of Technology,2,336.6666666666670,0.08118812,0.54957736,126602.882394802
Dyersburg State Community College,3,466,0.63519311,0.53435147,64790.94408865340
Earlham College,2,249.5,0.56312627,0.44535008,156866.53125
East Arkansas Community College,3,213,0.68388104,0.349145,50165.03537020740
East Central Community College,3,484,0.5154959,0.46259463,60647.609375
East Georgia State College,3,349,0.48710603,0.45116279,67453.67732211080
East Mississippi Community College,3,861.3333333333330,0.5243808,0.39658549,59939.10206892170
East Texas Baptist University,3,270.3333333333330,0.53144264,0.6877172,82426.97435650430
Eastern Arizona College,4,453.6666666666670,0.5481264,0.60901856,65886.76933321090
Eastern College Of Health Vocations,3,143,0.98368299,0.24123588,39767.47219187060
Eastern Gateway Community College,2,267.5,0.56386292,0.49881166,62850.77196505060
Eastern Idaho Technical College,4,134.5,0.57620817,0.70685691,69364.40625
Eastern Mennonite University,3,181.5,0.60330576,0.7542572,109883.7291666670
Eastern Nazarene College,1,161,0.57971013,0.67397976,96446.74107142860
Eastern New Mexico University,4,976,0.54474044,0.47971797,59703.11170700990
Eastern Oklahoma State College,3,296.6666666666670,0.51910114,0.55262268,58649.67644838480
Eastern Oregon University,4,341,0.55034214,0.62764186,88624.77360551080
Eastern Shore Community College,3,129.6666666666670,0.66838044,0.34402633,48420.4872469473
Eastern University,1,340.6666666666670,0.67514676,0.70200974,138814.893048251
Eastern Wyoming College,4,205,0.54308945,0.6340059,62977.82997332320
Eckerd College,3,332.6666666666670,0.55010021,0.5206424,207860.5667898300
Edgecombe Community College,3,255.6666666666670,0.66492832,0.24940664,45305.81816839150
Edgewood College,2,217.3333333333330,0.71932513,0.6669603,126379.0121860620
El Paso Community College,3,2837.666666666670,0.54610598,0.41843244,41655.43214054980
Elaine P. Nunez Community College,3,291.5,0.55917668,0.44049317,59750.56770833330
Elizabeth City State University,3,334.6666666666670,0.58964145,0.27648056,44637.21484375
Elizabethtown College,1,398,0.63819093,0.69474488,118657.1078373640
Elmhurst College,2,345,0.63913041,0.59827423,134585.609375
Elmira College,1,241.5,0.73498964,0.57406598,126658.8958333330
Emily Griffith Technical College,4,307,0.42345276,0.37011898,57399.94410372560
"Emmanuel College of Boston, MA",1,242,0.71900827,0.51794374,117082.546875
"Emmanuel College of Franklin Springs, GA",3,180.3333333333330,0.52865064,0.65357649,76561.14874075790
Emory & Henry College,3,226,0.52507377,0.6671294,99376.02488938050
"Empire Beauty School of New York, NY",1,137,0.96836984,0.22928773,68715.578125
"Empire Beauty School of Philadelphia, PA",1,120,0.97083336,0.66514546,81230.17708333330
"Empire Beauty School of Portland, ME",1,93.5,0.95187163,0.40451708,65183.3515625
"Empire Beauty School of Somersworth, NH",1,109.5,0.95890409,0.3843959,64785.1328125
Endicott College,1,288,0.67708331,0.59219152,164295.7623878760
Enterprise State Community College,3,289,0.43944636,0.50819385,77794.2890625
Erskine College,3,131,0.59923667,0.76364201,112021.4505208330
Essex County College,1,972,0.55144036,0.24544249,59459.47539839460
ETI School Of Skilled Trades,2,138.5,0.025270758,0.32372022,86786.75
Eureka College,2,96.5,,0.59816241,78117.15364583330
Evangel University,2,349,0.56160456,0.75585812,97468.01506536530
"Everest Institute of Miami, FL",3,206,0.80582523,0.20625438,39944.8046875
Faulkner University,3,227.6666666666670,0.55197656,0.52845579,77458.80235404470
Fayetteville State University,3,636.3333333333330,0.58564693,0.28612798,52479.57138267750
Fayetteville Technical Community College,3,1415.333333333330,0.53862458,0.44473904,58888.9539401054
Feather River College,4,179,0.46554935,0.43922156,81433.79261231380
Felician College,1,149.6666666666670,0.71269488,0.42192465,90279.7582648942
Ferrum College,3,213.6666666666670,0.38845554,0.53825051,93533.94989518330
